YYYY,Month,YM,Date,Max O3
2005,3,200503,03/15/2005,25.48333333
2005,3,200503,03/16/2005,31.59933333
2005,3,200503,03/17/2005,45.36033333
2005,3,200503,03/18/2005,60.14066667
2005,3,200503,03/19/2005,61.16
2005,3,200503,03/20/2005,46.88933333
2005,3,200503,03/21/2005,41.79266667
2005,3,200503,03/22/2005,24.464
2005,3,200503,03/23/2005,41.283
2005,3,200503,03/24/2005,53.00533333
2005,3,200503,03/25/2005,57.59233333
2005,3,200503,03/26/2005,54.02466667
2005,3,200503,03/27/2005,34.65733333
2005,3,200503,03/28/2005,17.83833333
2005,3,200503,03/29/2005,21.91566667
2005,3,200503,03/30/2005,44.341
2005,3,200503,03/31/2005,34.65733333
2005,4,200504,04/01/2005,31.59933333
2005,4,200504,04/02/2005,46.88933333
2005,4,200504,04/03/2005,66.25666667
2005,4,200504,04/04/2005,101.9333333
2005,4,200504,04/05/2005,72.88233333
2005,4,200504,04/06/2005,45.36033333
2005,4,200504,04/07/2005,32.61866667
2005,4,200504,04/08/2005,24.464
2005,4,200504,04/09/2005,29.051
2005,4,200504,04/10/2005,29.051
2005,4,200504,04/11/2005,19.877
2005,4,200504,04/12/2005,21.91566667
2005,4,200504,04/13/2005,36.696
2005,4,200504,04/14/2005,48.928
2005,4,200504,04/15/2005,49.94733333
2005,4,200504,04/16/2005,55.55366667
2005,4,200504,04/17/2005,57.08266667
2005,4,200504,04/18/2005,37.20566667
2005,4,200504,04/19/2005,37.20566667
2005,4,200504,04/20/2005,152.3903333
2005,4,200504,04/21/2005,50.96666667
2005,4,200504,04/22/2005,21.91566667
2005,4,200504,04/23/2005,19.36733333
2005,4,200504,04/24/2005,17.83833333
2005,4,200504,04/25/2005,22.42533333
2005,4,200504,04/26/2005,32.61866667
2005,4,200504,04/27/2005,31.59933333
2005,4,200504,04/28/2005,32.61866667
2005,4,200504,04/29/2005,17.83833333
2005,4,200504,04/30/2005,17.83833333
2005,5,200505,05/01/2005,18.348
2005,5,200505,05/02/2005,19.877
2005,5,200505,05/03/2005,21.406
2005,5,200505,05/04/2005,22.42533333
2005,5,200505,05/05/2005,23.44466667
2005,5,200505,05/06/2005,90.211
2005,5,200505,05/07/2005,43.32166667
2005,5,200505,05/08/2005,53.00533333
2005,5,200505,05/09/2005,27.522
2005,5,200505,05/10/2005,28.03166667
2005,5,200505,05/11/2005,33.12833333
2005,5,200505,05/12/2005,25.48333333
2005,5,200505,05/13/2005,24.97366667
2005,5,200505,05/14/2005,24.464
2005,5,200505,05/15/2005,23.44466667
2005,5,200505,05/16/2005,21.91566667
2005,5,200505,05/17/2005,14.27066667
2005,5,200505,05/18/2005,17.83833333
2005,5,200505,05/19/2005,14.27066667
2005,5,200505,05/20/2005,35.67666667
2005,5,200505,05/21/2005,24.464
2005,5,200505,05/22/2005,19.877
2005,5,200505,05/23/2005,19.36733333
2005,5,200505,05/24/2005,23.44466667
2005,5,200505,05/25/2005,49.43766667
2005,5,200505,05/26/2005,37.20566667
2005,5,200505,05/27/2005,24.97366667
2005,5,200505,05/28/2005,44.85066667
2005,5,200505,05/29/2005,36.18633333
2005,5,200505,05/30/2005,43.32166667
2005,5,200505,05/31/2005,33.12833333
2005,6,200506,06/01/2005,27.01233333
2005,6,200506,06/02/2005,22.935
2005,6,200506,06/03/2005,30.07033333
2005,6,200506,06/04/2005,36.18633333
2005,6,200506,06/05/2005,55.55366667
2005,6,200506,06/06/2005,60.14066667
2005,6,200506,06/07/2005,49.94733333
2005,6,200506,06/08/2005,34.65733333
2005,6,200506,06/09/2005,35.167
2005,6,200506,06/10/2005,93.269
2005,6,200506,06/11/2005,46.88933333
2005,6,200506,06/12/2005,36.18633333
2005,6,200506,06/13/2005,20.38666667
2005,6,200506,06/14/2005,40.26366667
2005,6,200506,06/15/2005,17.32866667
2005,6,200506,06/16/2005,15.79966667
2005,6,200506,06/17/2005,21.91566667
2005,6,200506,06/18/2005,17.32866667
2005,6,200506,06/19/2005,14.27066667
2005,6,200506,06/20/2005,14.27066667
2005,6,200506,06/21/2005,14.27066667
2005,6,200506,06/22/2005,19.36733333
2005,6,200506,06/23/2005,18.348
2005,6,200506,06/24/2005,20.38666667
2005,6,200506,06/25/2005,19.877
2005,6,200506,06/26/2005,20.38666667
2005,6,200506,06/27/2005,24.97366667
2005,6,200506,06/28/2005,23.95433333
2005,6,200506,06/29/2005,23.44466667
2005,6,200506,06/30/2005,20.38666667
2005,7,200507,07/01/2005,21.91566667
2005,7,200507,07/02/2005,18.348
2005,7,200507,07/03/2005,19.877
2005,7,200507,07/04/2005,17.83833333
2005,7,200507,07/05/2005,19.877
2005,7,200507,07/06/2005,44.85066667
2005,7,200507,07/07/2005,18.85766667
2005,7,200507,07/08/2005,20.38666667
2005,7,200507,07/09/2005,20.38666667
2005,7,200507,07/10/2005,17.83833333
2005,7,200507,07/11/2005,16.819
2005,7,200507,07/12/2005,19.877
2005,7,200507,07/13/2005,15.79966667
2005,7,200507,07/14/2005,22.42533333
2005,7,200507,07/15/2005,19.36733333
2005,7,200507,07/16/2005,22.42533333
2005,7,200507,07/17/2005,83.07566667
2005,7,200507,07/18/2005,141.1776667
2005,7,200507,07/19/2005,122.8296667
2005,7,200507,07/20/2005,99.385
2005,7,200507,07/21/2005,70.84366667
2005,7,200507,07/22/2005,36.696
2005,7,200507,07/23/2005,32.61866667
2005,7,200507,07/24/2005,31.08966667
2005,7,200507,07/25/2005,30.07033333
2005,7,200507,07/26/2005,28.54133333
2005,7,200507,07/27/2005,41.283
2005,7,200507,07/28/2005,29.051
2005,7,200507,07/29/2005,17.83833333
2005,7,200507,07/30/2005,23.44466667
2005,7,200507,07/31/2005,19.877
2005,8,200508,08/01/2005,19.877
2005,8,200508,08/02/2005,20.38666667
2005,8,200508,08/03/2005,39.24433333
2005,8,200508,08/04/2005,42.812
2005,8,200508,08/05/2005,73.392
2005,8,200508,08/06/2005,99.89466667
2005,8,200508,08/07/2005,30.07033333
2005,8,200508,08/08/2005,21.91566667
2005,8,200508,08/09/2005,23.44466667
2005,8,200508,08/10/2005,26.50266667
2005,8,200508,08/11/2005,18.85766667
2005,8,200508,08/12/2005,120.2813333
2005,8,200508,08/13/2005,36.18633333
2005,8,200508,08/14/2005,24.97366667
2005,8,200508,08/15/2005,20.89633333
2005,8,200508,08/16/2005,19.877
2005,8,200508,08/17/2005,20.89633333
2005,8,200508,08/18/2005,17.83833333
2005,8,200508,08/19/2005,15.79966667
2005,8,200508,08/20/2005,23.95433333
2005,8,200508,08/21/2005,18.85766667
2005,8,200508,08/22/2005,23.44466667
2005,8,200508,08/23/2005,21.406
2005,8,200508,08/24/2005,26.50266667
2005,8,200508,08/25/2005,72.88233333
2005,8,200508,08/26/2005,37.71533333
2005,8,200508,08/27/2005,23.95433333
2005,8,200508,08/28/2005,20.89633333
2005,8,200508,08/29/2005,14.27066667
2005,8,200508,08/30/2005,26.50266667
2005,8,200508,08/31/2005,137.61
2005,9,200509,09/01/2005,104.9913333
2005,9,200509,09/02/2005,31.08966667
2005,9,200509,09/03/2005,39.754
2005,9,200509,09/04/2005,17.83833333
2005,9,200509,09/05/2005,43.32166667
2005,9,200509,09/06/2005,157.487
2005,9,200509,09/07/2005,153.4096667
2005,9,200509,09/08/2005,45.36033333
2005,9,200509,09/09/2005,52.49566667
2005,9,200509,09/10/2005,123.3393333
2005,9,200509,09/11/2005,181.951
2005,9,200509,09/12/2005,70.84366667
2005,9,200509,09/13/2005,15.29
2005,9,200509,09/14/2005,34.65733333
2005,9,200509,09/15/2005,39.754
2005,9,200509,09/16/2005,35.167
2005,9,200509,09/17/2005,25.993
2005,9,200509,09/18/2005,14.78033333
2005,9,200509,09/19/2005,13.761
2005,9,200509,09/20/2005,33.638
2005,9,200509,09/21/2005,100.4043333
2005,9,200509,09/22/2005,97.856
2005,9,200509,09/23/2005,60.65033333
2005,9,200509,09/24/2005,28.03166667
2005,9,200509,09/25/2005,30.58
2005,9,200509,09/26/2005,26.50266667
2005,9,200509,09/27/2005,28.03166667
2005,9,200509,09/28/2005,43.32166667
2005,9,200509,09/29/2005,39.24433333
2005,9,200509,09/30/2005,44.341
2005,10,200510,10/01/2005,89.70133333
2005,10,200510,10/02/2005,125.378
2005,10,200510,10/03/2005,83.07566667
2005,10,200510,10/04/2005,113.6556667
2005,10,200510,10/05/2005,43.32166667
2005,10,200510,10/06/2005,31.59933333
2005,10,200510,10/07/2005,54.02466667
2005,10,200510,10/08/2005,58.102
2005,10,200510,10/09/2005,64.218
2005,10,200510,10/10/2005,120.2813333
2005,10,200510,10/11/2005,37.71533333
2005,10,200510,10/12/2005,40.26366667
2005,10,200510,10/13/2005,46.88933333
2005,10,200510,10/14/2005,62.689
2005,10,200510,10/15/2005,108.559
2005,10,200510,10/16/2005,105.501
2005,10,200510,10/17/2005,52.49566667
2005,10,200510,10/18/2005,70.334
2005,10,200510,10/19/2005,59.631
2005,10,200510,10/20/2005,42.812
2005,10,200510,10/21/2005,77.46933333
2005,10,200510,10/22/2005,80.01766667
2005,10,200510,10/23/2005,73.392
2005,10,200510,10/24/2005,91.74
2005,10,200510,10/25/2005,45.36033333
2005,10,200510,10/26/2005,57.59233333
2005,10,200510,10/27/2005,51.986
2005,10,200510,10/28/2005,51.47633333
2005,10,200510,10/29/2005,28.03166667
2005,10,200510,10/30/2005,50.96666667
2005,10,200510,10/31/2005,36.18633333
2005,11,200511,11/01/2005,44.85066667
2005,11,200511,11/02/2005,43.32166667
2005,11,200511,11/03/2005,43.32166667
2005,11,200511,11/04/2005,37.20566667
2005,11,200511,11/05/2005,23.44466667
2005,11,200511,11/06/2005,40.26366667
2005,11,200511,11/07/2005,9.174
2005,11,200511,11/08/2005,18.348
2005,11,200511,11/09/2005,35.167
2005,11,200511,11/10/2005,27.522
2005,11,200511,11/11/2005,21.91566667
2005,11,200511,11/12/2005,52.49566667
2005,11,200511,11/13/2005,42.30233333
2005,11,200511,11/14/2005,30.07033333
2005,11,200511,11/15/2005,22.935
2005,11,200511,11/16/2005,63.70833333
2005,11,200511,11/17/2005,80.52733333
2005,11,200511,11/18/2005,50.457
2005,11,200511,11/19/2005,36.18633333
2005,11,200511,11/20/2005,50.96666667
2005,11,200511,11/21/2005,36.18633333
2005,11,200511,11/22/2005,71.863
2005,11,200511,11/23/2005,96.83666667
2005,11,200511,11/24/2005,95.30766667
2005,11,200511,11/25/2005,90.211
2005,11,200511,11/26/2005,112.1266667
2005,11,200511,11/27/2005,65.23733333
2005,11,200511,11/28/2005,43.83133333
2005,11,200511,11/29/2005,78.99833333
2005,11,200511,11/30/2005,49.94733333
2005,12,200512,12/01/2005,69.82433333
2005,12,200512,12/02/2005,47.399
2005,12,200512,12/03/2005,54.02466667
2005,12,200512,12/04/2005,53.515
2005,12,200512,12/05/2005,29.051
2005,12,200512,12/06/2005,22.935
2005,12,200512,12/07/2005,21.406
2005,12,200512,12/08/2005,58.61166667
2005,12,200512,12/09/2005,57.59233333
2005,12,200512,12/10/2005,42.812
2005,12,200512,12/11/2005,47.399
2005,12,200512,12/12/2005,23.95433333
2005,12,200512,12/13/2005,33.12833333
2005,12,200512,12/14/2005,33.638
2005,12,200512,12/15/2005,43.83133333
2005,12,200512,12/16/2005,62.17933333
2005,12,200512,12/17/2005,43.32166667
2005,12,200512,12/18/2005,60.14066667
2005,12,200512,12/19/2005,54.53433333
2005,12,200512,12/20/2005,81.037
2005,12,200512,12/21/2005,48.928
2005,12,200512,12/22/2005,36.696
2005,12,200512,12/23/2005,76.95966667
2005,12,200512,12/24/2005,51.47633333
2005,12,200512,12/25/2005,67.78566667
2005,12,200512,12/26/2005,77.46933333
2005,12,200512,12/27/2005,55.55366667
2005,12,200512,12/28/2005,14.78033333
2005,12,200512,12/29/2005,47.399
2005,12,200512,12/30/2005,3.058
2005,12,200512,12/31/2005,63.70833333
2006,1,200601,01/01/2006,50.457
2006,1,200601,01/02/2006,45.87
2006,1,200601,01/03/2006,35.67666667
2006,1,200601,01/04/2006,36.18633333
2006,1,200601,01/05/2006,12.74166667
2006,1,200601,01/06/2006,13.25133333
2006,1,200601,01/07/2006,28.03166667
2006,1,200601,01/08/2006,24.97366667
2006,1,200601,01/09/2006,9.683666667
2006,1,200601,01/10/2006,28.03166667
2006,1,200601,01/11/2006,48.928
2006,1,200601,01/12/2006,37.71533333
2006,1,200601,01/13/2006,19.36733333
2006,1,200601,01/14/2006,40.26366667
2006,1,200601,01/15/2006,48.41833333
2006,1,200601,01/16/2006,27.522
2006,1,200601,01/17/2006,32.109
2006,1,200601,01/18/2006,31.59933333
2006,1,200601,01/19/2006,27.522
2006,1,200601,01/20/2006,6.625666667
2006,1,200601,01/21/2006,3.567666667
2006,1,200601,01/22/2006,2.038666667
2006,1,200601,01/23/2006,23.95433333
2006,1,200601,01/24/2006,38.73466667
2006,1,200601,01/25/2006,43.83133333
2006,1,200601,01/26/2006,48.41833333
2006,1,200601,01/27/2006,36.696
2006,1,200601,01/28/2006,36.696
2006,1,200601,01/29/2006,24.97366667
2006,1,200601,01/30/2006,30.07033333
2006,1,200601,01/31/2006,56.06333333
2006,2,200602,02/01/2006,41.283
2006,2,200602,02/02/2006,45.87
2006,2,200602,02/03/2006,41.79266667
2006,2,200602,02/04/2006,37.20566667
2006,2,200602,02/05/2006,38.73466667
2006,2,200602,02/06/2006,37.71533333
2006,2,200602,02/07/2006,56.06333333
2006,2,200602,02/08/2006,48.928
2006,2,200602,02/09/2006,46.88933333
2006,2,200602,02/10/2006,65.747
2006,2,200602,02/11/2006,59.631
2006,2,200602,02/12/2006,55.55366667
2006,2,200602,02/13/2006,48.928
2006,2,200602,02/14/2006,37.20566667
2006,2,200602,02/15/2006,34.14766667
2006,2,200602,02/16/2006,18.348
2006,2,200602,02/17/2006,30.07033333
2006,2,200602,02/18/2006,30.07033333
2006,2,200602,02/19/2006,40.26366667
2006,2,200602,02/20/2006,17.83833333
2006,2,200602,02/21/2006,60.14066667
2006,2,200602,02/22/2006,70.84366667
2006,2,200602,02/23/2006,19.877
2006,2,200602,02/24/2006,28.03166667
2006,2,200602,02/25/2006,37.20566667
2006,2,200602,02/26/2006,74.41133333
2006,2,200602,02/27/2006,39.24433333
2006,2,200602,02/28/2006,31.08966667
2006,3,200603,03/01/2006,21.406
2006,3,200603,03/02/2006,34.14766667
2006,3,200603,03/03/2006,48.928
2006,3,200603,03/04/2006,44.85066667
2006,3,200603,03/05/2006,35.67666667
2006,3,200603,03/06/2006,27.01233333
2006,3,200603,03/07/2006,42.30233333
2006,3,200603,03/08/2006,47.90866667
2006,3,200603,03/09/2006,43.83133333
2006,3,200603,03/10/2006,47.399
2006,3,200603,03/11/2006,38.73466667
2006,3,200603,03/12/2006,38.225
2006,3,200603,03/13/2006,17.32866667
2006,3,200603,03/14/2006,17.83833333
2006,3,200603,03/15/2006,24.97366667
2006,3,200603,03/16/2006,21.406
2006,3,200603,03/17/2006,36.18633333
2006,3,200603,03/18/2006,19.877
2006,3,200603,03/19/2006,61.16
2006,3,200603,03/20/2006,58.61166667
2006,3,200603,03/21/2006,39.24433333
2006,3,200603,03/22/2006,25.48333333
2006,3,200603,03/23/2006,22.42533333
2006,3,200603,03/24/2006,33.12833333
2006,3,200603,03/25/2006,31.59933333
2006,3,200603,03/26/2006,18.85766667
2006,3,200603,03/27/2006,26.50266667
2006,3,200603,03/28/2006,68.805
2006,3,200603,03/29/2006,58.61166667
2006,3,200603,03/30/2006,57.08266667
2006,3,200603,03/31/2006,44.341
2006,4,200604,04/01/2006,36.696
2006,4,200604,04/02/2006,6.625666667
2006,4,200604,04/03/2006,37.71533333
2006,4,200604,04/04/2006,25.48333333
2006,4,200604,04/05/2006,17.83833333
2006,4,200604,04/06/2006,27.01233333
2006,4,200604,04/07/2006,28.03166667
2006,4,200604,04/08/2006,40.26366667
2006,4,200604,04/09/2006,47.90866667
2006,4,200604,04/10/2006,19.877
2006,4,200604,04/11/2006,19.877
2006,4,200604,04/12/2006,19.36733333
2006,4,200604,04/13/2006,19.36733333
2006,4,200604,04/14/2006,5.606333333
2006,4,200604,04/15/2006,3.058
2006,4,200604,04/16/2006,18.348
2006,4,200604,04/17/2006,52.49566667
2006,4,200604,04/18/2006,56.573
2006,4,200604,04/19/2006,29.051
2006,4,200604,04/20/2006,55.044
2006,4,200604,04/21/2006,50.96666667
2006,4,200604,04/22/2006,29.051
2006,4,200604,04/23/2006,24.464
2006,4,200604,04/24/2006,29.051
2006,4,200604,04/25/2006,40.77333333
2006,4,200604,04/26/2006,24.464
2006,4,200604,04/27/2006,22.42533333
2006,4,200604,04/28/2006,30.58
2006,4,200604,04/29/2006,64.72766667
2006,4,200604,04/30/2006,34.14766667
2006,5,200605,05/01/2006,27.01233333
2006,5,200605,05/02/2006,18.85766667
2006,5,200605,05/03/2006,34.14766667
2006,5,200605,05/04/2006,43.83133333
2006,5,200605,05/05/2006,35.67666667
2006,5,200605,05/06/2006,30.07033333
2006,5,200605,05/07/2006,22.42533333
2006,5,200605,05/08/2006,22.935
2006,5,200605,05/09/2006,22.935
2006,5,200605,05/10/2006,22.42533333
2006,5,200605,05/11/2006,39.754
2006,5,200605,05/12/2006,38.73466667
2006,5,200605,05/13/2006,35.67666667
2006,5,200605,05/14/2006,27.522
2006,5,200605,05/15/2006,66.76633333
2006,5,200605,05/16/2006,31.08966667
2006,5,200605,05/17/2006,17.32866667
2006,5,200605,05/18/2006,111.617
2006,5,200605,05/19/2006,114.675
2006,5,200605,05/20/2006,51.986
2006,5,200605,05/21/2006,42.812
2006,5,200605,05/22/2006,29.051
2006,5,200605,05/23/2006,47.90866667
2006,5,200605,05/24/2006,18.348
2006,5,200605,05/25/2006,17.83833333
2006,5,200605,05/26/2006,14.27066667
2006,5,200605,05/27/2006,14.78033333
2006,5,200605,05/28/2006,21.91566667
2006,5,200605,05/29/2006,18.348
2006,5,200605,05/30/2006,34.14766667
2006,5,200605,05/31/2006,24.97366667
2006,6,200606,06/01/2006,15.79966667
2006,6,200606,06/02/2006,11.72233333
2006,6,200606,06/03/2006,16.819
2006,6,200606,06/04/2006,20.38666667
2006,6,200606,06/05/2006,22.42533333
2006,6,200606,06/06/2006,21.91566667
2006,6,200606,06/07/2006,22.42533333
2006,6,200606,06/08/2006,24.464
2006,6,200606,06/09/2006,29.051
2006,6,200606,06/10/2006,24.97366667
2006,6,200606,06/11/2006,44.341
2006,6,200606,06/12/2006,34.14766667
2006,6,200606,06/13/2006,22.42533333
2006,6,200606,06/14/2006,21.406
2006,6,200606,06/15/2006,21.91566667
2006,6,200606,06/16/2006,21.406
2006,6,200606,06/17/2006,29.051
2006,6,200606,06/18/2006,21.406
2006,6,200606,06/19/2006,6.625666667
2006,6,200606,06/20/2006,36.696
2006,6,200606,06/21/2006,21.91566667
2006,6,200606,06/22/2006,14.78033333
2006,6,200606,06/23/2006,37.71533333
2006,6,200606,06/24/2006,17.32866667
2006,6,200606,06/25/2006,18.348
2006,6,200606,06/26/2006,19.877
2006,6,200606,06/27/2006,20.38666667
2006,6,200606,06/28/2006,14.27066667
2006,6,200606,06/29/2006,19.36733333
2006,6,200606,06/30/2006,16.819
2006,7,200607,07/01/2006,21.91566667
2006,7,200607,07/02/2006,17.32866667
2006,7,200607,07/03/2006,19.877
2006,7,200607,07/04/2006,21.406
2006,7,200607,07/05/2006,20.38666667
2006,7,200607,07/06/2006,18.348
2006,7,200607,07/07/2006,19.877
2006,7,200607,07/08/2006,19.36733333
2006,7,200607,07/09/2006,21.406
2006,7,200607,07/10/2006,23.44466667
2006,7,200607,07/11/2006,22.42533333
2006,7,200607,07/12/2006,23.44466667
2006,7,200607,07/13/2006,92.75933333
2006,7,200607,07/14/2006,56.06333333
2006,7,200607,07/15/2006,23.95433333
2006,7,200607,07/16/2006,24.464
2006,7,200607,07/17/2006,25.48333333
2006,7,200607,07/18/2006,21.406
2006,7,200607,07/19/2006,19.36733333
2006,7,200607,07/20/2006,16.819
2006,7,200607,07/21/2006,38.225
2006,7,200607,07/22/2006,22.42533333
2006,7,200607,07/23/2006,48.41833333
2006,7,200607,07/24/2006,151.8806667
2006,7,200607,07/25/2006,153.4096667
2006,7,200607,07/26/2006,49.43766667
2006,7,200607,07/27/2006,35.67666667
2006,7,200607,07/28/2006,28.03166667
2006,7,200607,07/29/2006,27.01233333
2006,7,200607,07/30/2006,51.986
2006,7,200607,07/31/2006,34.65733333
2006,8,200608,08/01/2006,153.9193333
2006,8,200608,08/02/2006,18.348
2006,8,200608,08/03/2006,26.50266667
2006,8,200608,08/04/2006,23.95433333
2006,8,200608,08/05/2006,19.36733333
2006,8,200608,08/06/2006,16.819
2006,8,200608,08/07/2006,18.85766667
2006,8,200608,08/08/2006,26.50266667
2006,8,200608,08/09/2006,152.3903333
2006,8,200608,08/10/2006,74.41133333
2006,8,200608,08/11/2006,34.65733333
2006,8,200608,08/12/2006,29.051
2006,8,200608,08/13/2006,35.67666667
2006,8,200608,08/14/2006,32.61866667
2006,8,200608,08/15/2006,22.935
2006,8,200608,08/16/2006,21.91566667
2006,8,200608,08/17/2006,38.73466667
2006,8,200608,08/18/2006,72.37266667
2006,8,200608,08/19/2006,35.167
2006,8,200608,08/20/2006,57.08266667
2006,8,200608,08/21/2006,83.58533333
2006,8,200608,08/22/2006,60.14066667
2006,8,200608,08/23/2006,48.928
2006,8,200608,08/24/2006,22.935
2006,8,200608,08/25/2006,32.109
2006,8,200608,08/26/2006,39.24433333
2006,8,200608,08/27/2006,17.32866667
2006,8,200608,08/28/2006,18.348
2006,8,200608,08/29/2006,19.877
2006,8,200608,08/30/2006,18.85766667
2006,8,200608,08/31/2006,26.50266667
2006,9,200609,09/01/2006,108.0493333
2006,9,200609,09/02/2006,75.94033333
2006,9,200609,09/03/2006,35.167
2006,9,200609,09/04/2006,18.348
2006,9,200609,09/05/2006,17.32866667
2006,9,200609,09/06/2006,48.928
2006,9,200609,09/07/2006,12.74166667
2006,9,200609,09/08/2006,6.116
2006,9,200609,09/09/2006,15.79966667
2006,9,200609,09/10/2006,47.399
2006,9,200609,09/11/2006,41.79266667
2006,9,200609,09/12/2006,13.761
2006,9,200609,09/13/2006,7.645
2006,9,200609,09/14/2006,25.993
2006,9,200609,09/15/2006,127.4166667
2006,9,200609,09/16/2006,75.43066667
2006,9,200609,09/17/2006,88.17233333
2006,9,200609,09/18/2006,51.986
2006,9,200609,09/19/2006,77.46933333
2006,9,200609,09/20/2006,75.43066667
2006,9,200609,09/21/2006,78.99833333
2006,9,200609,09/22/2006,89.19166667
2006,9,200609,09/23/2006,59.12133333
2006,9,200609,09/24/2006,44.85066667
2006,9,200609,09/25/2006,46.37966667
2006,9,200609,09/26/2006,64.72766667
2006,9,200609,09/27/2006,63.70833333
2006,9,200609,09/28/2006,46.88933333
2006,9,200609,09/29/2006,102.9526667
2006,9,200609,09/30/2006,42.30233333
2006,10,200610,10/01/2006,41.283
2006,10,200610,10/02/2006,90.211
2006,10,200610,10/03/2006,121.3006667
2006,10,200610,10/04/2006,146.2743333
2006,10,200610,10/05/2006,76.45
2006,10,200610,10/06/2006,58.61166667
2006,10,200610,10/07/2006,71.35333333
2006,10,200610,10/08/2006,65.747
2006,10,200610,10/09/2006,55.044
2006,10,200610,10/10/2006,47.399
2006,10,200610,10/11/2006,62.689
2006,10,200610,10/12/2006,46.88933333
2006,10,200610,10/13/2006,41.283
2006,10,200610,10/14/2006,47.399
2006,10,200610,10/15/2006,60.65033333
2006,10,200610,10/16/2006,43.32166667
2006,10,200610,10/17/2006,31.08966667
2006,10,200610,10/18/2006,37.20566667
2006,10,200610,10/19/2006,42.812
2006,10,200610,10/20/2006,42.812
2006,10,200610,10/21/2006,41.283
2006,10,200610,10/22/2006,43.32166667
2006,10,200610,10/23/2006,67.78566667
2006,10,200610,10/24/2006,49.94733333
2006,10,200610,10/25/2006,55.55366667
2006,10,200610,10/26/2006,60.65033333
2006,10,200610,10/27/2006,66.76633333
2006,10,200610,10/28/2006,78.99833333
2006,10,200610,10/29/2006,106.0106667
2006,10,200610,10/30/2006,114.675
2006,10,200610,10/31/2006,68.805
2006,11,200611,11/01/2006,66.25666667
2006,11,200611,11/02/2006,65.747
2006,11,200611,11/03/2006,119.7716667
2006,11,200611,11/04/2006,153.9193333
2006,11,200611,11/05/2006,128.9456667
2006,11,200611,11/06/2006,86.13366667
2006,11,200611,11/07/2006,74.41133333
2006,11,200611,11/08/2006,65.747
2006,11,200611,11/09/2006,57.59233333
2006,11,200611,11/10/2006,68.805
2006,11,200611,11/11/2006,62.17933333
2006,11,200611,11/12/2006,75.43066667
2006,11,200611,11/13/2006,48.41833333
2006,11,200611,11/14/2006,31.59933333
2006,11,200611,11/15/2006,61.16
2006,11,200611,11/16/2006,39.754
2006,11,200611,11/17/2006,35.167
