2025-09-08T02:04:38.548793,Sai Kung,22.3755556,114.2744444,36.2,50.6,1,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_13.csv
2025-09-08T02:04:38.548793,Sha Chau,22.3458333,113.8911111,76.0,116.8,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_14.csv
2025-09-08T02:04:38.548793,Sha Tin,22.4025,114.21,33.0,43.8,1,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_15.csv
2025-09-08T02:04:38.548793,Shek Kong,22.4361111,114.0847222,37.4,47.5,1,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_16.csv
2025-09-08T02:04:38.548793,Stanley,22.2141667,114.2186111,36.8,57.5,1,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_17.csv
2025-09-08T02:04:38.548793,Star Ferry,22.293008,114.16842,47.5,62.6,3,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_18.csv
2025-09-08T02:04:38.548793,Ta Kwu Ling,22.5286111,114.1566667,58.4,86.3,3,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_19.csv
2025-09-08T02:04:38.548793,Tai Mei Tuk,22.4752778,114.2375,85.1,116.0,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_20.csv
2025-09-08T02:04:38.548793,Tai Po Kau,22.4425,114.1841667,66.5,83.6,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_21.csv
2025-09-08T02:04:38.548793,Tap Mun,22.4713889,114.3605556,71.3,87.5,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_22.csv
2025-09-08T02:04:38.548793,Tate's Cairn,22.3577778,114.2177778,41.7,65.0,3,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_23.csv
2025-09-08T02:04:38.548793,Tseung Kwan O,22.3158333,114.2555556,28.9,45.3,1,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_24.csv
2025-09-08T02:04:38.548793,Tsing Yi,22.3441667,114.11,61.0,90.6,3,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_25.csv
2025-09-08T02:04:38.548793,Tuen Mun,22.3858333,113.9641667,79.0,108.5,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_26.csv
2025-09-08T02:04:38.548793,Waglan Island,22.1822222,114.3033333,26.8,41.0,1,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_27.csv
2025-09-08T02:04:38.548793,Wetland Park,22.4666667,114.0088889,82.8,103.6,8,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_28.csv
2025-09-08T02:04:38.548793,Wong Chuk Hang,22.2477778,114.1736111,34.3,48.1,1,3,8,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/latest_10min_wind_csdi_29.csv
